id,variant_group,variant_num,skip,chapter,chapter_label,chapter_name,chapter_icon,topic,topic_label,topic_icon,cat,cat_label,pts,millionaire_val,difficulty,type,tags,q,option_a,option_b,option_c,option_d,answer,answer_raw,answer_display,answer_sig_figs,tolerance,unit,given_keys,given_vals_display,hint,sol_1,sol_2,sol_3,sol_4,notes,visual_type,visual_params,,
ch9-boyles-1000-001,ch9-boyles-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Boyle's Law,boyles,1000,8000,4,numeric,calculation|reverse|gas-laws,SOLVE BACKWARDS: After compression to 3.00 atm a gas occupies 4.00 L. The original pressure was 1.50 atm. What was the original volume?,,,,,,8,8,3,0.1,L,P₁|P₂|V₂,1.50 atm|3.00 atm|4.00 L,Rearrange P₁V₁ = P₂V₂ for V₁: V₁ = P₂V₂ / P₁,P₁V₁ = P₂V₂  →  V₁ = (P₂ × V₂) / P₁,V₁ = (3.00 × 4.00) / 1.50 = 8.00 L,The original volume was larger — gas was compressed to reach P₂.,,3 sf; clean factor of 2,,,,
ch9-boyles-1000-002,ch9-boyles-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Boyle's Law,boyles,1000,8000,4,numeric,calculation|reverse|gas-laws,SOLVE BACKWARDS: After compression to 5.00 atm a gas occupies 3.00 L. The original pressure was 2.00 atm. What was the original volume?,,,,,,7.5,7.5,3,0.1,L,P₁|P₂|V₂,2.00 atm|5.00 atm|3.00 L,Rearrange P₁V₁ = P₂V₂ for V₁: V₁ = P₂V₂ / P₁,P₁V₁ = P₂V₂  →  V₁ = (P₂ × V₂) / P₁,V₁ = (5.00 × 3.00) / 2.00 = 7.50 L,The original volume was larger — gas was compressed to reach P₂.,,3 sf; factor 2.5,,,,
ch9-boyles-1000-003,ch9-boyles-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Boyle's Law,boyles,1000,8000,4,numeric,calculation|reverse|gas-laws,SOLVE BACKWARDS: After compression to 4.80 atm a gas occupies 5.00 L. The original pressure was 1.20 atm. What was the original volume?,,,,,,20,20,3,0.2,L,P₁|P₂|V₂,1.20 atm|4.80 atm|5.00 L,Rearrange P₁V₁ = P₂V₂ for V₁: V₁ = P₂V₂ / P₁,P₁V₁ = P₂V₂  →  V₁ = (P₂ × V₂) / P₁,V₁ = (4.80 × 5.00) / 1.20 = 20.0 L,The original volume was larger — gas was compressed to reach P₂.,,3 sf; factor 4; V1 large,,,,
ch9-boyles-1000-004,ch9-boyles-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Boyle's Law,boyles,1000,8000,4,numeric,calculation|reverse|gas-laws,SOLVE BACKWARDS: After compression to 3.75 atm a gas occupies 6.00 L. The original pressure was 2.50 atm. What was the original volume?,,,,,,9,9,3,0.1,L,P₁|P₂|V₂,2.50 atm|3.75 atm|6.00 L,Rearrange P₁V₁ = P₂V₂ for V₁: V₁ = P₂V₂ / P₁,P₁V₁ = P₂V₂  →  V₁ = (P₂ × V₂) / P₁,V₁ = (3.75 × 6.00) / 2.50 = 9.00 L,The original volume was larger — gas was compressed to reach P₂.,,3 sf; ratio 1.5,,,,
ch9-boyles-1000-005,ch9-boyles-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Boyle's Law,boyles,1000,8000,4,numeric,calculation|reverse|gas-laws,SOLVE BACKWARDS: After compression to 4.00 atm a gas occupies 2.50 L. The original pressure was 1.00 atm. What was the original volume?,,,,,,10,10,3,0.1,L,P₁|P₂|V₂,1.00 atm|4.00 atm|2.50 L,Rearrange P₁V₁ = P₂V₂ for V₁: V₁ = P₂V₂ / P₁,P₁V₁ = P₂V₂  →  V₁ = (P₂ × V₂) / P₁,V₁ = (4.00 × 2.50) / 1.00 = 10.0 L,The original volume was larger — gas was compressed to reach P₂.,,3 sf; factor 4 backwards,,,,
ch9-charles-200-001,ch9-charles-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,200,500,1,mc,conceptual|gas-laws,Charles's Law relates which two gas properties at constant pressure?,Pressure and Volume,Temperature and Volume,Pressure and Temperature,Moles and Volume,Temperature and Volume,,,,,,,,Charles noticed that a hot air balloon expands as it heats up.,Charles's Law: V₁/T₁ = V₂/T₂ at constant P and n.,Volume and Temperature are DIRECTLY proportional.,Temperature MUST be in Kelvin (K = °C + 273.15).,,,,,,
ch9-charles-400-001,ch9-charles-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,400,1000,2,numeric,calculation|gas-laws,A balloon has volume 3.00 L at 27°C. It is heated to 127°C at constant pressure. What is the new volume?,,,,,,4,4,3,0.1,L,V₁|T₁|T₂,3.00 L|27°C = 300 K|127°C = 400 K,Convert to Kelvin first! V₂ = V₁ × T₂(K) / T₁(K),T₁ = 300 K   T₂ = 400 K,V₂ = 3.00 × 400 / 300 = 4.00 L,,,3 sf; T1=300K T2=400K clean ratio,,,,
ch9-charles-400-002,ch9-charles-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,400,1000,2,numeric,calculation|gas-laws,A balloon has volume 5.00 L at 0°C. It is heated to 273°C at constant pressure. What is the new volume?,,,,,,10,10,3,0.1,L,V₁|T₁|T₂,5.00 L|0°C = 273 K|273°C = 546 K,Convert to Kelvin first! V₂ = V₁ × T₂(K) / T₁(K),T₁ = 273 K   T₂ = 546 K,V₂ = 5.00 × 546 / 273 = 10.0 L,,,3 sf; doubles; T1=273 T2=546,,,,
ch9-charles-400-003,ch9-charles-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,400,1000,2,numeric,calculation|gas-laws,A balloon has volume 6.00 L at 27°C. It is heated to 327°C at constant pressure. What is the new volume?,,,,,,12,12,3,0.1,L,V₁|T₁|T₂,6.00 L|27°C = 300 K|327°C = 600 K,Convert to Kelvin first! V₂ = V₁ × T₂(K) / T₁(K),T₁ = 300 K   T₂ = 600 K,V₂ = 6.00 × 600 / 300 = 12.0 L,,,3 sf; doubles; T1=300 T2=600,,,,
ch9-charles-400-004,ch9-charles-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,400,1000,2,numeric,calculation|gas-laws,A balloon has volume 4.50 L at 17°C. It is heated to 167°C at constant pressure. What is the new volume?,,,,,,6.75,6.75,3,0.1,L,V₁|T₁|T₂,4.50 L|17°C = 290 K|167°C = 440 K,Convert to Kelvin first! V₂ = V₁ × T₂(K) / T₁(K),T₁ = 290 K   T₂ = 440 K,V₂ = 4.50 × 440 / 290 = 6.75 L,,,3 sf; ratio 1.5; T1=290 T2=440 — tricky,,,,
ch9-charles-400-005,ch9-charles-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,400,1000,2,numeric,calculation|gas-laws,A balloon has volume 2.00 L at -73°C. It is heated to 127°C at constant pressure. What is the new volume?,,,,,,4,4,3,0.1,L,V₁|T₁|T₂,2.00 L|-73°C = 200 K|127°C = 400 K,Convert to Kelvin first! V₂ = V₁ × T₂(K) / T₁(K),T₁ = 200 K   T₂ = 400 K,V₂ = 2.00 × 400 / 200 = 4.00 L,,,3 sf; negative Celsius input; T1=200 T2=400,,,,
ch9-charles-600-001,ch9-charles-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,600,2000,3,numeric,calculation|gas-laws,A gas occupies 6.00 L at 0°C. To what temperature (°C) must it be cooled so the volume becomes 3.00 L at constant pressure?,,,,,,-136.5,-136,1,2,°C,V₁|T₁|V₂,6.00 L|0°C = 273 K|3.00 L,T₂(K) = T₁(K) × V₂ / V₁. Then T(°C) = T(K) − 273,T₂(K) = 273 × 3.00 / 6.00 = 136.5 K,T₂(°C) = 136.5 − 273 = -136°C,Negative result makes sense — cooling causes volume to decrease.,,"1 dp (°C answer, addition rule); T2=136.5K",,,,
ch9-charles-600-002,ch9-charles-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,600,2000,3,numeric,calculation|gas-laws,A gas occupies 10.0 L at 0°C. To what temperature (°C) must it be cooled so the volume becomes 5.00 L at constant pressure?,,,,,,-136.5,-137,1,2,°C,V₁|T₁|V₂,10.0 L|0°C = 273 K|5.00 L,T₂(K) = T₁(K) × V₂ / V₁. Then T(°C) = T(K) − 273,T₂(K) = 273 × 5.00 / 10.0 = 136.5 K,T₂(°C) = 136.5 − 273 = -137°C,Negative result makes sense — cooling causes volume to decrease.,,same T2; different volumes — checks understanding,,,,
ch9-charles-600-003,ch9-charles-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,600,2000,3,numeric,calculation|gas-laws,A gas occupies 9.00 L at 27°C. To what temperature (°C) must it be cooled so the volume becomes 3.00 L at constant pressure?,,,,,,-173,-173,1,2,°C,V₁|T₁|V₂,9.00 L|27°C = 300 K|3.00 L,T₂(K) = T₁(K) × V₂ / V₁. Then T(°C) = T(K) − 273,T₂(K) = 300 × 3.00 / 9.00 = 100.0 K,T₂(°C) = 100.0 − 273 = -173°C,Negative result makes sense — cooling causes volume to decrease.,,1 dp; T1=300K V halves to 1/3,,,,
ch9-charles-600-004,ch9-charles-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,600,2000,3,numeric,calculation|gas-laws,A gas occupies 8.00 L at 27°C. To what temperature (°C) must it be cooled so the volume becomes 4.00 L at constant pressure?,,,,,,-123,-123,1,2,°C,V₁|T₁|V₂,8.00 L|27°C = 300 K|4.00 L,T₂(K) = T₁(K) × V₂ / V₁. Then T(°C) = T(K) − 273,T₂(K) = 300 × 4.00 / 8.00 = 150.0 K,T₂(°C) = 150.0 − 273 = -123°C,Negative result makes sense — cooling causes volume to decrease.,,1 dp; T1=300K halved,,,,
ch9-charles-600-005,ch9-charles-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,600,2000,3,numeric,calculation|gas-laws,A gas occupies 12.0 L at 57°C. To what temperature (°C) must it be cooled so the volume becomes 4.00 L at constant pressure?,,,,,,-113,-113,1,2,°C,V₁|T₁|V₂,12.0 L|57°C = 330 K|4.00 L,T₂(K) = T₁(K) × V₂ / V₁. Then T(°C) = T(K) − 273,T₂(K) = 330 × 4.00 / 12.0 = 110.0 K,T₂(°C) = 110.0 − 273 = -113°C,Negative result makes sense — cooling causes volume to decrease.,,1 dp; T1=330K cooled to 110K — tricky negative,,,,
ch9-charles-800-001,ch9-charles-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,800,4000,2,mc,conceptual|gas-laws,Why must temperature always be in Kelvin when using gas laws?,Kelvin is easier to calculate with,Celsius gives negative values that break the proportionality,International standards require it,Temperature doesn't matter in gas laws,Celsius gives negative values that break the proportionality,,,,,,,,What happens to V₁/T₁ = V₂/T₂ if T₁ = −10°C?,"At 0°C = 273 K, gas still has volume and kinetic energy.",Celsius 0 falsely implies zero molecular motion.,Negative Celsius → negative volume — physically impossible!,"Kelvin starts at absolute zero, so direct proportionality holds.",,,,,
ch9-charles-1000-001,ch9-charles-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,1000,8000,4,numeric,calculation|multi-step|gas-laws,A sealed piston holds 4.00 L at 27°C. Gas is heated until volume increases by 25%. Find the final temperature (°C).,,,,,,102,102,3,2,°C,V₁|T₁|% increase,4.00 L|27°C = 300 K|25%,Step 1: V₂ = V₁ × (1 + 25/100). Step 2: T₂(K) = T₁(K) × V₂/V₁. Step 3: convert to °C.,V₂ = 4.00 × 1.25 = 5.00 L,T₂(K) = 300 × 5.00 / 4.00 = 402 K,T₂ = 402 − 273 = 102°C,,,,,,
ch9-charles-1000-002,ch9-charles-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,1000,8000,4,numeric,calculation|multi-step|gas-laws,A sealed piston holds 6.00 L at 27°C. Gas is heated until volume increases by 50%. Find the final temperature (°C).,,,,,,177,177,3,2,°C,V₁|T₁|% increase,6.00 L|27°C = 300 K|50%,Step 1: V₂ = V₁ × (1 + 50/100). Step 2: T₂(K) = T₁(K) × V₂/V₁. Step 3: convert to °C.,V₂ = 6.00 × 1.50 = 9.00 L,T₂(K) = 300 × 9.00 / 6.00 = 477 K,T₂ = 477 − 273 = 177°C,,,,,,
ch9-charles-1000-003,ch9-charles-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,1000,8000,4,numeric,calculation|multi-step|gas-laws,A sealed piston holds 5.00 L at 0°C. Gas is heated until volume increases by 20%. Find the final temperature (°C).,,,,,,54.6,55,3,2,°C,V₁|T₁|% increase,5.00 L|0°C = 273 K|20%,Step 1: V₂ = V₁ × (1 + 20/100). Step 2: T₂(K) = T₁(K) × V₂/V₁. Step 3: convert to °C.,V₂ = 5.00 × 1.20 = 6.00 L,T₂(K) = 273 × 6.00 / 5.00 = 327.6 K,T₂ = 327.6 − 273 = 55°C,,,,,,
ch9-charles-1000-004,ch9-charles-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,1000,8000,4,numeric,calculation|multi-step|gas-laws,A sealed piston holds 3.00 L at 57°C. Gas is heated until volume increases by 33%. Find the final temperature (°C).,,,,,,218,218,3,2,°C,V₁|T₁|% increase,3.00 L|57°C = 330 K|33%,Step 1: V₂ = V₁ × (1 + 33/100). Step 2: T₂(K) = T₁(K) × V₂/V₁. Step 3: convert to °C.,V₂ = 3.00 × 1.33 = 3.99 L,T₂(K) = 330 × 3.99 / 3.00 = 548 K,T₂ = 548 − 273 = 218°C,,,,,,
ch9-charles-1000-005,ch9-charles-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Charles's Law,charles,1000,8000,4,numeric,calculation|multi-step|gas-laws,A sealed piston holds 8.00 L at 17°C. Gas is heated until volume increases by 25%. Find the final temperature (°C).,,,,,,87,87,3,2,°C,V₁|T₁|% increase,8.00 L|17°C = 290 K|25%,Step 1: V₂ = V₁ × (1 + 25/100). Step 2: T₂(K) = T₁(K) × V₂/V₁. Step 3: convert to °C.,V₂ = 8.00 × 1.25 = 10.0 L,T₂(K) = 290 × 10.0 / 8.00 = 377 K,T₂ = 377 − 273 = 87°C,,,,,,
ch9-gayl-200-001,ch9-gayl-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,200,500,1,mc,conceptual|gas-laws,Gay-Lussac's Law states that pressure and temperature of a gas at constant volume are:,Inversely proportional,Directly proportional,Equal at STP,Logarithmically related,Directly proportional,,,,,,,,A car tire pressure increases on a hot day — P and T move together.,Gay-Lussac's Law: P₁/T₁ = P₂/T₂ at constant V and n.,More heat → faster molecules → more wall collisions → higher pressure.,DIRECT relationship: P ∝ T (both in Kelvin).,,,,,,
ch9-gayl-400-001,ch9-gayl-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,400,1000,2,numeric,calculation|gas-laws,A rigid container holds gas at 1.50 atm and 27°C. It is heated to 127°C. What is the new pressure?,,,,,,2,2,3,0.05,atm,P₁|T₁|T₂,1.50 atm|27°C = 300 K|127°C = 400 K,P₂ = P₁ × T₂(K) / T₁(K). Always use Kelvin!,T₁ = 300 K   T₂ = 400 K,P₂ = 1.50 × 400 / 300 = 2.00 atm,,,,,,,
ch9-gayl-400-002,ch9-gayl-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,400,1000,2,numeric,calculation|gas-laws,A rigid container holds gas at 2.00 atm and 27°C. It is heated to 327°C. What is the new pressure?,,,,,,4,4,3,0.05,atm,P₁|T₁|T₂,2.00 atm|27°C = 300 K|327°C = 600 K,P₂ = P₁ × T₂(K) / T₁(K). Always use Kelvin!,T₁ = 300 K   T₂ = 600 K,P₂ = 2.00 × 600 / 300 = 4.00 atm,,,,,,,
ch9-gayl-400-003,ch9-gayl-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,400,1000,2,numeric,calculation|gas-laws,A rigid container holds gas at 1.20 atm and 0°C. It is heated to 273°C. What is the new pressure?,,,,,,2.4,2.4,3,0.05,atm,P₁|T₁|T₂,1.20 atm|0°C = 273 K|273°C = 546 K,P₂ = P₁ × T₂(K) / T₁(K). Always use Kelvin!,T₁ = 273 K   T₂ = 546 K,P₂ = 1.20 × 546 / 273 = 2.40 atm,,,,,,,
ch9-gayl-400-004,ch9-gayl-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,400,1000,2,numeric,calculation|gas-laws,A rigid container holds gas at 3.00 atm and 57°C. It is heated to 557°C. What is the new pressure?,,,,,,9,9,3,0.05,atm,P₁|T₁|T₂,3.00 atm|57°C = 330 K|557°C = 830 K,P₂ = P₁ × T₂(K) / T₁(K). Always use Kelvin!,T₁ = 330 K   T₂ = 830 K,P₂ = 3.00 × 830 / 330 = 9.00 atm,,,,,,,
ch9-gayl-400-005,ch9-gayl-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,400,1000,2,numeric,calculation|gas-laws,A rigid container holds gas at 1.50 atm and 27°C. It is heated to 627°C. What is the new pressure?,,,,,,3,3,3,0.05,atm,P₁|T₁|T₂,1.50 atm|27°C = 300 K|627°C = 900 K,P₂ = P₁ × T₂(K) / T₁(K). Always use Kelvin!,T₁ = 300 K   T₂ = 900 K,P₂ = 1.50 × 900 / 300 = 3.00 atm,,,,,,,
ch9-gayl-600-001,ch9-gayl-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,600,2000,3,numeric,calculation|gas-laws,An aerosol can holds gas at 3.00 atm and 27°C. At what temperature (°C) will the pressure drop to 1.50 atm? (Volume is constant.),,,,,,-123,-123,1,2,°C,P₁|T₁|P₂,3.00 atm|27°C = 300 K|1.50 atm,T₂(K) = T₁(K) × P₂ / P₁. Convert to °C by subtracting 273.,T₂(K) = 300 × 1.50 / 3.00 = 150.0 K,T₂ = 150.0 − 273 = -123°C,,,,,,,
ch9-gayl-600-002,ch9-gayl-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,600,2000,3,numeric,calculation|gas-laws,An aerosol can holds gas at 4.00 atm and 27°C. At what temperature (°C) will the pressure drop to 1.00 atm? (Volume is constant.),,,,,,-198,-198,1,2,°C,P₁|T₁|P₂,4.00 atm|27°C = 300 K|1.00 atm,T₂(K) = T₁(K) × P₂ / P₁. Convert to °C by subtracting 273.,T₂(K) = 300 × 1.00 / 4.00 = 75.0 K,T₂ = 75.0 − 273 = -198°C,,,,,,,
ch9-gayl-600-003,ch9-gayl-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,600,2000,3,numeric,calculation|gas-laws,An aerosol can holds gas at 2.40 atm and 27°C. At what temperature (°C) will the pressure drop to 1.20 atm? (Volume is constant.),,,,,,-123,-123,1,2,°C,P₁|T₁|P₂,2.40 atm|27°C = 300 K|1.20 atm,T₂(K) = T₁(K) × P₂ / P₁. Convert to °C by subtracting 273.,T₂(K) = 300 × 1.20 / 2.40 = 150.0 K,T₂ = 150.0 − 273 = -123°C,,,,,,,
ch9-gayl-600-004,ch9-gayl-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,600,2000,3,numeric,calculation|gas-laws,An aerosol can holds gas at 3.00 atm and 57°C. At what temperature (°C) will the pressure drop to 1.00 atm? (Volume is constant.),,,,,,-143,-143,1,2,°C,P₁|T₁|P₂,3.00 atm|57°C = 330 K|1.00 atm,T₂(K) = T₁(K) × P₂ / P₁. Convert to °C by subtracting 273.,T₂(K) = 330 × 1.00 / 3.00 = 110.0 K,T₂ = 110.0 − 273 = -143°C,,,,,,,
ch9-gayl-600-005,ch9-gayl-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,600,2000,3,numeric,calculation|gas-laws,An aerosol can holds gas at 2.00 atm and 0°C. At what temperature (°C) will the pressure drop to 1.00 atm? (Volume is constant.),,,,,,-136.5,-137,1,2,°C,P₁|T₁|P₂,2.00 atm|0°C = 273 K|1.00 atm,T₂(K) = T₁(K) × P₂ / P₁. Convert to °C by subtracting 273.,T₂(K) = 273 × 1.00 / 2.00 = 136.5 K,T₂ = 136.5 − 273 = -137°C,,,,,,,
ch9-gayl-800-001,ch9-gayl-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,800,4000,3,numeric,calculation|real-world|gas-laws,A pressure cooker operates at 1.00 atm and 25°C. Internal temperature rises to 125°C. Calculate the new pressure. (Safety valve releases at 3.5 atm — does it trigger?),,,,,,1.33,1.33,3,0.05,atm,P₁|T₁|T₂,1.00 atm|25°C = 298 K|125°C = 398 K,Use Gay-Lussac's Law. Then compare P₂ to 3.5 atm.,P₂ = 1.00 × 398 / 298 = 1.33 atm,Within safe range.,,,,,,,
ch9-gayl-800-002,ch9-gayl-800,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,800,4000,3,numeric,calculation|real-world|gas-laws,A pressure cooker operates at 1.50 atm and 25°C. Internal temperature rises to 225°C. Calculate the new pressure. (Safety valve releases at 3.5 atm — does it trigger?),,,,,,2.5,2.5,3,0.05,atm,P₁|T₁|T₂,1.50 atm|25°C = 298 K|225°C = 498 K,Use Gay-Lussac's Law. Then compare P₂ to 3.5 atm.,P₂ = 1.50 × 498 / 298 = 2.50 atm,Within safe range.,,,,,,,
ch9-gayl-800-003,ch9-gayl-800,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,800,4000,3,numeric,calculation|real-world|gas-laws,A pressure cooker operates at 2.00 atm and 25°C. Internal temperature rises to 325°C. Calculate the new pressure. (Safety valve releases at 3.5 atm — does it trigger?),,,,,,4,4,3,0.05,atm,P₁|T₁|T₂,2.00 atm|25°C = 298 K|325°C = 598 K,Use Gay-Lussac's Law. Then compare P₂ to 3.5 atm.,P₂ = 2.00 × 598 / 298 = 4.00 atm,Valve WILL activate (P₂ > 3.5 atm).,,,,,,,
ch9-gayl-800-004,ch9-gayl-800,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,800,4000,3,numeric,calculation|real-world|gas-laws,A pressure cooker operates at 1.80 atm and 27°C. Internal temperature rises to 327°C. Calculate the new pressure. (Safety valve releases at 3.5 atm — does it trigger?),,,,,,3.6,3.6,3,0.05,atm,P₁|T₁|T₂,1.80 atm|27°C = 300 K|327°C = 600 K,Use Gay-Lussac's Law. Then compare P₂ to 3.5 atm.,P₂ = 1.80 × 600 / 300 = 3.60 atm,Valve WILL activate (P₂ > 3.5 atm).,,,,,,,
ch9-gayl-800-005,ch9-gayl-800,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,800,4000,3,numeric,calculation|real-world|gas-laws,A pressure cooker operates at 1.20 atm and 27°C. Internal temperature rises to 127°C. Calculate the new pressure. (Safety valve releases at 3.5 atm — does it trigger?),,,,,,1.6,1.6,3,0.05,atm,P₁|T₁|T₂,1.20 atm|27°C = 300 K|127°C = 400 K,Use Gay-Lussac's Law. Then compare P₂ to 3.5 atm.,P₂ = 1.20 × 400 / 300 = 1.60 atm,Within safe range.,,,,,,,
ch9-gayl-1000-001,ch9-gayl-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,1000,8000,4,numeric,calculation|multi-step|gas-laws,A rigid tank holds gas at 2.00 atm and 25°C. After sitting in the sun the pressure is 25% higher. What temperature (°C) did the tank reach?,,,,,,99,99,3,2,°C,P₁|T₁|% increase,2.00 atm|25°C = 298 K|25%,P₂ = P₁ × (1 + 25/100). Then T₂(K) = 298 × P₂/P₁. Convert to °C.,P₂ = 2.00 × 1.25 = 2.50 atm,T₂(K) = 298 × 2.50 / 2.00 = 397 K,T₂ = 397 − 273 = 99°C,,,,,,
ch9-gayl-1000-002,ch9-gayl-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,1000,8000,4,numeric,calculation|multi-step|gas-laws,A rigid tank holds gas at 3.00 atm and 25°C. After sitting in the sun the pressure is 50% higher. What temperature (°C) did the tank reach?,,,,,,174,174,3,2,°C,P₁|T₁|% increase,3.00 atm|25°C = 298 K|50%,P₂ = P₁ × (1 + 50/100). Then T₂(K) = 298 × P₂/P₁. Convert to °C.,P₂ = 3.00 × 1.50 = 4.50 atm,T₂(K) = 298 × 4.50 / 3.00 = 472 K,T₂ = 472 − 273 = 174°C,,,,,,
ch9-gayl-1000-003,ch9-gayl-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,1000,8000,4,numeric,calculation|multi-step|gas-laws,A rigid tank holds gas at 1.60 atm and 25°C. After sitting in the sun the pressure is 25% higher. What temperature (°C) did the tank reach?,,,,,,99,99,3,2,°C,P₁|T₁|% increase,1.60 atm|25°C = 298 K|25%,P₂ = P₁ × (1 + 25/100). Then T₂(K) = 298 × P₂/P₁. Convert to °C.,P₂ = 1.60 × 1.25 = 2.00 atm,T₂(K) = 298 × 2.00 / 1.60 = 397 K,T₂ = 397 − 273 = 99°C,,,,,,
ch9-gayl-1000-004,ch9-gayl-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,1000,8000,4,numeric,calculation|multi-step|gas-laws,A rigid tank holds gas at 2.50 atm and 25°C. After sitting in the sun the pressure is 20% higher. What temperature (°C) did the tank reach?,,,,,,84,84,3,2,°C,P₁|T₁|% increase,2.50 atm|25°C = 298 K|20%,P₂ = P₁ × (1 + 20/100). Then T₂(K) = 298 × P₂/P₁. Convert to °C.,P₂ = 2.50 × 1.20 = 3.00 atm,T₂(K) = 298 × 3.00 / 2.50 = 382 K,T₂ = 382 − 273 = 84°C,,,,,,
